"X_ID","Company_Name","Description","Company_Focus","Industry","Company_Address","Valuation","City","Country","State","Company_Reg_No_","Founded_Date","Operational_Status","Company_Size","Ownership","Funding_Round","Investment","Investment_Date","Investor_Company","Funding_Money"
"33","NeoGen Labs","NeoGen Labs conducts advanced genetic research, developing therapies and solutions for genetic disorders.","Others","Healthcare & Education"," Lorong Pandan. Damai 2/1, Taman Pandan. Damai (TAS) 25150 Kuantan","91000000","Kuantan","Malaysia","Pahang","53041G","1/16/2020","Operational","2-10","Public","Late","Series A","11/21/2021","Nova Forge"," $ 98,000,000,000,000.00 "
"33","NeoGen Labs","NeoGen Labs conducts advanced genetic research, developing therapies and solutions for genetic disorders.","Others","Healthcare & Education"," Lorong Pandan. Damai 2/1, Taman Pandan. Damai (TAS) 25150 Kuantan","91000000","Kuantan","Malaysia","Pahang","53041G","1/16/2020","Operational","2-10","Public","Late","Series A","12/17/2022","Catalyst Crest"," $ 17,000,000,000,000.00 "
"33","NeoGen Labs","NeoGen Labs conducts advanced genetic research, developing therapies and solutions for genetic disorders.","Others","Healthcare & Education"," Lorong Pandan. Damai 2/1, Taman Pandan. Damai (TAS) 25150 Kuantan","91000000","Kuantan","Malaysia","Pahang","53041G","1/16/2020","Operational","2-10","Public","Late","Series A","8/4/2020","Vista Forge"," $ 73,000,000,000,000.00 "
"50","NextEra Robotics","NextEra Robotics develops next-generation robotics and AI solutions, transforming industries with intelligent automation.","B2B","Technology & Innovation","Jalan Parameswara, Bandar Hilir, 78000 Alor Gajah, Malacca, Malaysia","4000000","Malacca City","Malaysia","Malacca","80562K","4/11/2023","Operational","2-10","Bootstrapped","Early","Seed","6/14/2023","Infinite Sphere"," $ 50,000,000,000,000.00 "
"50","NextEra Robotics","NextEra Robotics develops next-generation robotics and AI solutions, transforming industries with intelligent automation.","B2B","Technology & Innovation","Jalan Parameswara, Bandar Hilir, 78000 Alor Gajah, Malacca, Malaysia","4000000","Malacca City","Malaysia","Malacca","80562K","4/11/2023","Operational","2-10","Bootstrapped","Early","Seed","7/6/2023","Catalyst Spark"," $ 73,000,000,000,000.00 "
"5","NextGen Biotech","NextGen Biotech pioneers in genetic research and biotechnology, creating innovative solutions for healthcare and agriculture.","Others","Technology & Innovation","Jalan Parameswara, Bandar Hilir, 78000 Alor Gajah, Malacca, Malaysia
","80000000","Malacca City","Malaysia","Malacca","78292X","4/2/2022","Operational","11-50","Crowdfunded","Early","Series A","4/10/2022","Infinite Sphere"," $ 62,000,000,000,000.00 "
"5","NextGen Biotech","NextGen Biotech pioneers in genetic research and biotechnology, creating innovative solutions for healthcare and agriculture.","Others","Technology & Innovation","Jalan Parameswara, Bandar Hilir, 78000 Alor Gajah, Malacca, Malaysia
","80000000","Malacca City","Malaysia","Malacca","78292X","4/2/2022","Operational","11-50","Crowdfunded","Early","Series A","1/5/2023","Catalyst Forge"," $ 59,000,000,000,000.00 "
"5","NextGen Biotech","NextGen Biotech pioneers in genetic research and biotechnology, creating innovative solutions for healthcare and agriculture.","Others","Technology & Innovation","Jalan Parameswara, Bandar Hilir, 78000 Alor Gajah, Malacca, Malaysia
","80000000","Malacca City","Malaysia","Malacca","78292X","4/2/2022","Operational","11-50","Crowdfunded","Early","Series A","9/29/2022","Astra Horizons"," $ 58,000,000,000,000.00 "
"5","NextGen Biotech","NextGen Biotech pioneers in genetic research and biotechnology, creating innovative solutions for healthcare and agriculture.","Others","Technology & Innovation","Jalan Parameswara, Bandar Hilir, 78000 Alor Gajah, Malacca, Malaysia
","80000000","Malacca City","Malaysia","Malacca","78292X","4/2/2022","Operational","11-50","Crowdfunded","Early","Series A","3/11/2023","Infinite Sphere"," $ 86,000,000,000,000.00 "
"5","NextGen Biotech","NextGen Biotech pioneers in genetic research and biotechnology, creating innovative solutions for healthcare and agriculture.","Others","Technology & Innovation","Jalan Parameswara, Bandar Hilir, 78000 Alor Gajah, Malacca, Malaysia
","80000000","Malacca City","Malaysia","Malacca","78292X","4/2/2022","Operational","11-50","Crowdfunded","Early","Series A","6/9/2023","Infinite Crest"," $ 47,000,000,000,000.00 "
"35","NextWave Communications","NextWave Communications offers innovative telecommunications services, enhancing connectivity and communication.","B2B","Technology & Innovation","5-11, Jalan Kuning, Taman Sri Pelangi, 18432 Johor Bahru, Johor","84000000","Johor Bahru","Malaysia","Johor","16133P","2/9/2019","Operational","11-50","Crowdfunded","Early","Seed","7/21/2021","Catalyst Ventures"," $ 32,000,000,000,000.00 "
"35","NextWave Communications","NextWave Communications offers innovative telecommunications services, enhancing connectivity and communication.","B2B","Technology & Innovation","5-11, Jalan Kuning, Taman Sri Pelangi, 18432 Johor Bahru, Johor","84000000","Johor Bahru","Malaysia","Johor","16133P","2/9/2019","Operational","11-50","Crowdfunded","Early","Seed","5/6/2022","Lumina Capital"," $ 66,000,000,000,000.00 "
"1","NovaTech Solutions","NovaTech Solutions specializes in innovative software development and IT consulting, providing cutting-edge solutions for businesses worldwide.","B2B","Technology & Innovation","5-11, Jalan Kuning, Taman Sri Pelangi, 18432 Johor Bahru, Johor","10000000","Johor Bahru","Malaysia","Johor","61662H","8/1/2021","Operational","11-50","Crowdfunded","Early","Seed","1/3/2023","Pioneer Voyage"," $ 1,000,000,000,000.00 "
"1","NovaTech Solutions","NovaTech Solutions specializes in innovative software development and IT consulting, providing cutting-edge solutions for businesses worldwide.","B2B","Technology & Innovation","5-11, Jalan Kuning, Taman Sri Pelangi, 18432 Johor Bahru, Johor","10000000","Johor Bahru","Malaysia","Johor","61662H","8/1/2021","Operational","11-50","Crowdfunded","Early","Seed","1/9/2022","Nova Ventures"," $ 18,000,000,000,000.00 "
"38","OptiHealth Solutions","OptiHealth Solutions provides personalized health and wellness programs, using advanced analytics to optimize individual health.","B2C","Healthcare & Education"," Block E, Unit 28, 3rd Floor, KK Times Square, 88100 Kota Kinabalu, Sabah, Malaysia.","41000000","Kota Kinabalu","Malaysia","Sabah","49894X","7/19/2019","Operational","2-10","Crowdfunded","Early","Seed","10/13/2023","Pioneer Ventures"," $ 71,000,000,000,000.00 "
"38","OptiHealth Solutions","OptiHealth Solutions provides personalized health and wellness programs, using advanced analytics to optimize individual health.","B2C","Healthcare & Education"," Block E, Unit 28, 3rd Floor, KK Times Square, 88100 Kota Kinabalu, Sabah, Malaysia.","41000000","Kota Kinabalu","Malaysia","Sabah","49894X","7/19/2019","Operational","2-10","Crowdfunded","Early","Seed","4/25/2023","Nova Forge"," $ 91,000,000,000,000.00 "
"75","Pelangi Education","Pelangi Education is revolutionizing the retail landscape with unique market integrations and consumer-focused technologies.","Others","Retail & Marketplace","100 Persiaran Gurney","35000000","Penang","Malaysia","Penang","54982P","7/26/2021","Operational","2-10","Venture Capital","Early","Series B","6/22/2023","Pioneer Ventures"," $ 71,000,000,000,000.00 "
"68","Pelangi Finance","Pelangi Finance is redefining logistics and infrastructure with smart, scalable solutions that drive efficiency.","Others","Logistics & Infrastructure","200 Jalan KK Bypass","25000000","Penang","Malaysia","Penang","50631Y","11/1/2022","Operational","2-10","Venture Capital","Early","Seed","4/7/2023","Nex Ventures"," $ 36,000,000,000,000.00 "
"68","Pelangi Finance","Pelangi Finance is redefining logistics and infrastructure with smart, scalable solutions that drive efficiency.","Others","Logistics & Infrastructure","200 Jalan KK Bypass","25000000","Penang","Malaysia","Penang","50631Y","11/1/2022","Operational","2-10","Venture Capital","Early","Seed","5/15/2023","Catalyst Forge"," $ 69,000,000,000,000.00 "
"68","Pelangi Finance","Pelangi Finance is redefining logistics and infrastructure with smart, scalable solutions that drive efficiency.","Others","Logistics & Infrastructure","200 Jalan KK Bypass","25000000","Penang","Malaysia","Penang","50631Y","11/1/2022","Operational","2-10","Venture Capital","Early","Seed","2/5/2023","Nova Horizons"," $ 75,000,000,000,000.00 "
"67","Perdana Education","Perdana Education is redefining logistics and infrastructure with smart, scalable solutions that drive efficiency.","B2B","Logistics & Infrastructure","200 Jalan KK Bypass","41000000","Penang","Malaysia","Penang","96604L","4/25/2019","Operational","201-500","Crowdfunded","Early","Seed","8/25/2020","Pioneer Ventures"," $ 27,000,000,000,000.00 "
"67","Perdana Education","Perdana Education is redefining logistics and infrastructure with smart, scalable solutions that drive efficiency.","B2B","Logistics & Infrastructure","200 Jalan KK Bypass","41000000","Penang","Malaysia","Penang","96604L","4/25/2019","Operational","201-500","Crowdfunded","Early","Seed","11/4/2022","Pioneer Forge"," $ 95,000,000,000,000.00 "
"18","PureLife Organics","PureLife Organics produces high-quality organic food products, promoting healthy and sustainable living.","B2C","Sustainability & Environment","5-11, Jalan Kuning, Taman Sri Pelangi, 18432 Johor Bahru, Johor","40000000","Johor Bahru","Malaysia","Johor","40537F","12/6/2020","Operational","11-50","Venture Capital","Early","Series B","12/26/2021","Pioneer Voyage"," $ 42,000,000,000,000.00 "
"100","Seri Media","Seri Media is revolutionizing the retail landscape with unique market integrations and consumer-focused technologies.","B2C","Retail & Marketplace","200 Jalan KK Bypass","90000000","Penang","Malaysia","Penang","67700K","12/19/2023","Operational","201-500","Crowdfunded","Early","Seed","1/1/2024","Pioneer Horizons"," $ 75,000,000,000,000.00 "
"61","Seri Tech","Seri Tech is redefining logistics and infrastructure with smart, scalable solutions that drive efficiency.","B2B","Logistics & Infrastructure","10 Jalan Bukit Bintang","65000000","Johor","Malaysia","Johor","50502X","11/19/2021","Operational","11-50","Crowdfunded","Early","Seed","11/2/2022","Nex Crest"," $ 28,000,000,000,000.00 "
"6","Skyline Aerospace","Skyline Aerospace designs and manufactures state-of-the-art aircraft and aerospace components, leading the industry in aviation technology.","B2B","Technology & Innovation","1 Borneo, Kota Kinabalu, Sabah is 88450.","66000000","Kota Kinabalu","Malaysia","Sabah","72554Q","12/11/2021","Operational","11-50","Angel","Early","Seed","5/28/2023","Infinite Sphere"," $ 33,000,000,000,000.00 "
"6","Skyline Aerospace","Skyline Aerospace designs and manufactures state-of-the-art aircraft and aerospace components, leading the industry in aviation technology.","B2B","Technology & Innovation","1 Borneo, Kota Kinabalu, Sabah is 88450.","66000000","Kota Kinabalu","Malaysia","Sabah","72554Q","12/11/2021","Operational","11-50","Angel","Early","Seed","1/5/2022","Pioneer Voyage"," $ 32,000,000,000,000.00 "
"17","SkyNet Robotics","SkyNet Robotics specializes in advanced robotics and AI technologies, transforming industries with automation solutions.","B2B","Technology & Innovation","No 110, Ground Floor, Block 4, Jalan Nelayan 19/5 Seksyen 19, Selangor, Shah Alam","67000000","Shah Alam","Malaysia","Selangor","19096E","8/19/2020","Operational","11-50","Venture Capital","Mid","Seed","11/11/2022","Catalyst Forge"," $ 87,000,000,000,000.00 "
"17","SkyNet Robotics","SkyNet Robotics specializes in advanced robotics and AI technologies, transforming industries with automation solutions.","B2B","Technology & Innovation","No 110, Ground Floor, Block 4, Jalan Nelayan 19/5 Seksyen 19, Selangor, Shah Alam","67000000","Shah Alam","Malaysia","Selangor","19096E","8/19/2020","Operational","11-50","Venture Capital","Mid","Seed","10/25/2020","Astra Horizons"," $ 85,000,000,000,000.00 "
"30","SmartGrid Solutions","SmartGrid Solutions offers intelligent energy management systems, optimizing power distribution and consumption.","B2B","Sustainability & Environment","18, Jalan On Chung Siew, 30250, Ipoh, Perak, Malaysia. ","45000000","Ipoh","Malaysia","Perak","61655V","2/2/2020","Operational","201-500","Crowdfunded","Late","Seed","7/2/2020","Nex Ventures"," $ 44,000,000,000,000.00 "
"30","SmartGrid Solutions","SmartGrid Solutions offers intelligent energy management systems, optimizing power distribution and consumption.","B2B","Sustainability & Environment","18, Jalan On Chung Siew, 30250, Ipoh, Perak, Malaysia. ","45000000","Ipoh","Malaysia","Perak","61655V","2/2/2020","Operational","201-500","Crowdfunded","Late","Seed","10/16/2022","Pioneer Spark"," $ 62,000,000,000,000.00 "
"24","SolarFlare Innovations","SolarFlare Innovations develops advanced solar energy products, promoting renewable energy adoption worldwide.","B2C","Sustainability & Environment","Pullman Kuching Interhill Place, No. 1A, Jalan Mathies, 93100 Kuching, Sarawak Malaysia ","29000000","Kuching","Malaysia","Sarawak","39393D","12/12/2020","Operational","11-50","Public","Early","Series B","2/24/2023","Catalyst Crest"," $ 37,000,000,000,000.00 "
"12","Solaris Energy","Solaris Energy is dedicated to advancing solar power technology, providing efficient and affordable solar solutions for homes and businesses.","B2C","Sustainability & Environment"," Lorong Pandan. Damai 2/1, Taman Pandan. Damai (TAS) 25150 Kuantan","8000000","Kuantan","Malaysia","Pahang","62131Z","3/25/2019","Operational","11-50","Crowdfunded","Early","Seed","10/6/2021","Nova Ventures"," $ 96,000,000,000,000.00 "
"12","Solaris Energy","Solaris Energy is dedicated to advancing solar power technology, providing efficient and affordable solar solutions for homes and businesses.","B2C","Sustainability & Environment"," Lorong Pandan. Damai 2/1, Taman Pandan. Damai (TAS) 25150 Kuantan","8000000","Kuantan","Malaysia","Pahang","62131Z","3/25/2019","Operational","11-50","Crowdfunded","Early","Seed","9/19/2020","Astra Horizons"," $ 40,000,000,000,000.00 "
"43","Solaris Energy Systems","Solaris Energy Systems provides comprehensive solar energy solutions, from residential installations to large-scale solar farms.","B2B","Sustainability & Environment","5-11, Jalan Kuning, Taman Sri Pelangi, 18432 Johor Bahru, Johor","83000000","Johor Bahru","Malaysia","Johor","30959A","5/16/2023","Operational","11-50","Venture Capital","Early","Seed","6/2/2023","Nova Ventures"," $ 79,000,000,000,000.00 "
"43","Solaris Energy Systems","Solaris Energy Systems provides comprehensive solar energy solutions, from residential installations to large-scale solar farms.","B2B","Sustainability & Environment","5-11, Jalan Kuning, Taman Sri Pelangi, 18432 Johor Bahru, Johor","83000000","Johor Bahru","Malaysia","Johor","30959A","5/16/2023","Operational","11-50","Venture Capital","Early","Seed","7/24/2023","Pioneer Spark"," $ 96,000,000,000,000.00 "
"26","TechFusion Labs","TechFusion Labs provides cutting-edge R&D services in emerging technologies, from AI to nanotechnology.","B2B","Technology & Innovation"," Block E, Unit 28, 3rd Floor, KK Times Square, 88100 Kota Kinabalu, Sabah, Malaysia.","78000000","Kota Kinabalu","Malaysia","Sabah","38824N","11/2/2020","Operational","11-50","Venture Capital","Late","Seed","11/29/2023","Vista Forge"," $ 71,000,000,000,000.00 "
"26","TechFusion Labs","TechFusion Labs provides cutting-edge R&D services in emerging technologies, from AI to nanotechnology.","B2B","Technology & Innovation"," Block E, Unit 28, 3rd Floor, KK Times Square, 88100 Kota Kinabalu, Sabah, Malaysia.","78000000","Kota Kinabalu","Malaysia","Sabah","38824N","11/2/2020","Operational","11-50","Venture Capital","Late","Seed","4/3/2021","Nova Horizons"," $ 14,000,000,000,000.00 "
"37","TerraCycle Waste Management","TerraCycle Waste Management offers innovative recycling and waste management solutions, promoting environmental sustainability.","B2B","Sustainability & Environment","Pullman Kuching Interhill Place, No. 1A, Jalan Mathies, 93100 Kuching, Sarawak Malaysia ","94000000","Kuching","Malaysia","Sarawak","31811S","4/17/2020","Operational","2-10","Venture Capital","Early","Seed","4/25/2020","Nova Spark"," $ 56,000,000,000,000.00 "
"37","TerraCycle Waste Management","TerraCycle Waste Management offers innovative recycling and waste management solutions, promoting environmental sustainability.","B2B","Sustainability & Environment","Pullman Kuching Interhill Place, No. 1A, Jalan Mathies, 93100 Kuching, Sarawak Malaysia ","94000000","Kuching","Malaysia","Sarawak","31811S","4/17/2020","Operational","2-10","Venture Capital","Early","Seed","4/24/2023","Pioneer Voyage"," $ 48,000,000,000,000.00 "
"20","Titan Logistics","Titan Logistics offers comprehensive logistics and supply chain solutions, ensuring efficient and timely delivery of goods.","B2B","Logistics & Infrastructure","Pullman Kuching Interhill Place, No. 1A, Jalan Mathies, 93100 Kuching, Sarawak Malaysia ","65000000","Kuching","Malaysia","Sarawak","17988X","6/1/2023","Operational","11-50","Crowdfunded","Early","Seed","11/11/2023","Pioneer Forge"," $ 89,000,000,000,000.00 "
"20","Titan Logistics","Titan Logistics offers comprehensive logistics and supply chain solutions, ensuring efficient and timely delivery of goods.","B2B","Logistics & Infrastructure","Pullman Kuching Interhill Place, No. 1A, Jalan Mathies, 93100 Kuching, Sarawak Malaysia ","65000000","Kuching","Malaysia","Sarawak","17988X","6/1/2023","Operational","11-50","Crowdfunded","Early","Seed","10/22/2023","Infinite Nest"," $ 3,000,000,000,000.00 "
"31","Titanium Automotive","Titanium Automotive designs and produces high-performance electric vehicles, leading the transition to sustainable transportation.","B2C","Technology & Innovation","Pullman Kuching Interhill Place, No. 1A, Jalan Mathies, 93100 Kuching, Sarawak Malaysia ","76000000","Kuching","Malaysia","Sarawak","68526Z","10/9/2021","Operational","11-50","Crowdfunded","Early","Seed","10/11/2023","Infinite Sphere"," $ 23,000,000,000,000.00 "
"31","Titanium Automotive","Titanium Automotive designs and produces high-performance electric vehicles, leading the transition to sustainable transportation.","B2C","Technology & Innovation","Pullman Kuching Interhill Place, No. 1A, Jalan Mathies, 93100 Kuching, Sarawak Malaysia ","76000000","Kuching","Malaysia","Sarawak","68526Z","10/9/2021","Operational","11-50","Crowdfunded","Early","Seed","11/13/2022","Catalyst Crest"," $ 75,000,000,000,000.00 "
"31","Titanium Automotive","Titanium Automotive designs and produces high-performance electric vehicles, leading the transition to sustainable transportation.","B2C","Technology & Innovation","Pullman Kuching Interhill Place, No. 1A, Jalan Mathies, 93100 Kuching, Sarawak Malaysia ","76000000","Kuching","Malaysia","Sarawak","68526Z","10/9/2021","Operational","11-50","Crowdfunded","Early","Seed","2/16/2022","Nova Spark"," $ 61,000,000,000,000.00 "
"9","UrbanGrid Networks","UrbanGrid Networks specializes in smart city infrastructure, offering advanced urban planning and intelligent transportation solutions.","B2B","Technology & Innovation","18, Jalan Chung On Siew, 30250, Ipoh, Perak, Malaysia. ","90000000","Ipoh","Malaysia","Perak","56434G","6/26/2019","Operational","2-10","Bootstrapped","Early","Seed","9/11/2019","Pioneer Ventures"," $ 95,000,000,000,000.00 "
"19","Verde Electronics","Verde Electronics designs eco-friendly consumer electronics, reducing environmental impact through sustainable manufacturing.","B2C","Sustainability & Environment"," Block E, Unit 28, 3rd Floor, KK Times Square, 88100 Kota Kinabalu, Sabah, Malaysia.","2000000","Kota Kinabalu","Malaysia","Sabah","66218P","9/10/2020","Operational","11-50","Angel","Early","Seed","5/10/2021","Catalyst Forge"," $ 62,000,000,000,000.00 "
"19","Verde Electronics","Verde Electronics designs eco-friendly consumer electronics, reducing environmental impact through sustainable manufacturing.","B2C","Sustainability & Environment"," Block E, Unit 28, 3rd Floor, KK Times Square, 88100 Kota Kinabalu, Sabah, Malaysia.","2000000","Kota Kinabalu","Malaysia","Sabah","66218P","9/10/2020","Operational","11-50","Angel","Early","Seed","4/18/2023","Astra Horizons"," $ 67,000,000,000,000.00 "
"10","Vertex Pharmaceuticals","Vertex Pharmaceuticals is a leader in developing groundbreaking treatments for rare diseases and chronic conditions.","B2B","Healthcare & Education","18, Jalan On Chung Siew, 30250, Ipoh, Perak, Malaysia. ","72000000","Ipoh","Malaysia","Perak","19641O","7/7/2020","Operational","201-500","Venture Capital","Late","Seed","12/6/2021","Catalyst Forge"," $ 8,000,000,000,000.00 "
"10","Vertex Pharmaceuticals","Vertex Pharmaceuticals is a leader in developing groundbreaking treatments for rare diseases and chronic conditions.","B2B","Healthcare & Education","18, Jalan On Chung Siew, 30250, Ipoh, Perak, Malaysia. ","72000000","Ipoh","Malaysia","Perak","19641O","7/7/2020","Operational","201-500","Venture Capital","Late","Seed","4/24/2023","Arc Forge"," $ 60,000,000,000,000.00 "
"21","Zenith Financial Group","Zenith Financial Group provides expert financial advisory services, helping individuals and businesses achieve their financial goals.","B2B","Financial Services","Jalan Kolam Air 05675 Alor Setar Kedah Darul Aman","73000000","Alor Setar","Malaysia","Kedah","23535U","12/24/2022","Operational","11-50","Crowdfunded","Early","Seed","7/7/2023","Vista Forge"," $ 91,000,000,000,000.00 "
"21","Zenith Financial Group","Zenith Financial Group provides expert financial advisory services, helping individuals and businesses achieve their financial goals.","B2B","Financial Services","Jalan Kolam Air 05675 Alor Setar Kedah Darul Aman","73000000","Alor Setar","Malaysia","Kedah","23535U","12/24/2022","Operational","11-50","Crowdfunded","Early","Seed","12/9/2023","Nova Ventures"," $ 91,000,000,000,000.00 "
"21","Zenith Financial Group","Zenith Financial Group provides expert financial advisory services, helping individuals and businesses achieve their financial goals.","B2B","Financial Services","Jalan Kolam Air 05675 Alor Setar Kedah Darul Aman","73000000","Alor Setar","Malaysia","Kedah","23535U","12/24/2022","Operational","11-50","Crowdfunded","Early","Seed","5/10/2023","Nova Ventures"," $ 49,000,000,000,000.00 "
